"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1583","testListarTodosUsuariosComSucesso()","","Wed Feb 19 02:49:40 GMT 2025","passed","Wed Feb 19 02:49:41 GMT 2025","","com.vemser.rest.tests.healthcheck.HealthCheckTest","com.vemser.rest.tests.healthcheck.HealthCheckTest","testListarTodosUsuariosComSucesso"
"","673","testDeveRealizarLoginComSucesso()","","Wed Feb 19 02:50:28 GMT 2025","passed","Wed Feb 19 02:50:29 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testDeveRealizarLoginComSucesso"
"","379","testDeveExcluirUsuarioComSucesso()","","Wed Feb 19 02:50:33 GMT 2025","passed","Wed Feb 19 02:50:33 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","testDeveExcluirUsuarioComSucesso"
"","370","testListarTodosUsuariosComSucesso()","","Wed Feb 19 02:50:31 GMT 2025","passed","Wed Feb 19 02:50:31 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarTodosUsuariosComSucesso"
"","356","testTentarCadastrarUsuarioComEmailJaCadastrado()","","Wed Feb 19 02:50:31 GMT 2025","passed","Wed Feb 19 02:50:32 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testTentarCadastrarUsuarioComEmailJaCadastrado"
"","420","testAtualizarUsuarioInexistenteEComEmailJaCadastrado()","","Wed Feb 19 02:50:32 GMT 2025","passed","Wed Feb 19 02:50:33 GMT 2025","","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","testAtualizarUsuarioInexistenteEComEmailJaCadastrado"
"","655","testSchemaBuscarUsuariosPorId()","","Wed Feb 19 02:50:29 GMT 2025","passed","Wed Feb 19 02:50:30 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testSchemaBuscarUsuariosPorId"
"","455","testBuscarUsuariosPorIdComSucesso()","","Wed Feb 19 02:50:30 GMT 2025","passed","Wed Feb 19 02:50:31 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testBuscarUsuariosPorIdComSucesso"
"","105","testListarUsuariosPorNomeInvalido()","","Wed Feb 19 02:50:31 GMT 2025","passed","Wed Feb 19 02:50:31 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarUsuariosPorNomeInvalido"
"","111","testTentarCadastrarUsuarioComCamposVazios()","","Wed Feb 19 02:50:32 GMT 2025","passed","Wed Feb 19 02:50:32 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testTentarCadastrarUsuarioComCamposVazios"
"","101","testDeveCadastrarUsuarioComDadosValidos()","","Wed Feb 19 02:50:32 GMT 2025","passed","Wed Feb 19 02:50:32 GMT 2025","","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","com.vemser.rest.tests.functional.usuarios.CadastrarUsuariosTest","testDeveCadastrarUsuarioComDadosValidos"
"","88","testExcluirUsuarioComCarrinhoCadastrado()","","Wed Feb 19 02:50:33 GMT 2025","passed","Wed Feb 19 02:50:33 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","testExcluirUsuarioComCarrinhoCadastrado"
"","501","testSchemaExcluirUsuarioComSucesso()","","Wed Feb 19 02:50:07 GMT 2025","passed","Wed Feb 19 02:50:07 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaExcluirUsuarioComSucesso"
"","102","testAtualizarUsuarioInexistenteECriacaoDeNovoUsuario()","","Wed Feb 19 02:50:33 GMT 2025","passed","Wed Feb 19 02:50:33 GMT 2025","","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","testAtualizarUsuarioInexistenteECriacaoDeNovoUsuario"
"","401","testSchemaDeveCadastrarUsuarioComDadosValidos()","","Wed Feb 19 02:50:04 GMT 2025","passed","Wed Feb 19 02:50:05 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaDeveCadastrarUsuarioComDadosValidos"
"","147","testListarUsuariosPorEmailInvalido()","","Wed Feb 19 02:50:30 GMT 2025","passed","Wed Feb 19 02:50:30 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testListarUsuariosPorEmailInvalido"
"","1414","testSchemaRealizarLoginComSucesso()","","Wed Feb 19 02:50:05 GMT 2025","passed","Wed Feb 19 02:50:06 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaRealizarLoginComSucesso"
"","86","testBuscarUsuarioPorIdInvalido()","","Wed Feb 19 02:50:30 GMT 2025","passed","Wed Feb 19 02:50:30 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","com.vemser.rest.tests.functional.usuarios.ListarUsuariosTest","testBuscarUsuarioPorIdInvalido"
"","640","testSchemaAtualizarUsuarioComSucesso()","","Wed Feb 19 02:50:06 GMT 2025","passed","Wed Feb 19 02:50:07 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaAtualizarUsuarioComSucesso"
"","356","testDeveAtualizarUsuarioComSucesso()","","Wed Feb 19 02:50:32 GMT 2025","passed","Wed Feb 19 02:50:32 GMT 2025","","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","com.vemser.rest.tests.functional.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComSucesso"
"","519","testRealizarLoginComCamposVazios()","","Wed Feb 19 02:50:29 GMT 2025","passed","Wed Feb 19 02:50:29 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testRealizarLoginComCamposVazios"
"","68","testExcluirUsuarioInvalido()","","Wed Feb 19 02:50:33 GMT 2025","passed","Wed Feb 19 02:50:33 GMT 2025","","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","com.vemser.rest.tests.functional.usuarios.ExcluirUsuariosTest","testExcluirUsuarioInvalido"
"","2128","testSchemaListarTodosUsuariosComSucesso()","","Wed Feb 19 02:50:02 GMT 2025","passed","Wed Feb 19 02:50:04 GMT 2025","","com.vemser.rest.tests.contrato.ContratoTest","com.vemser.rest.tests.contrato.ContratoTest","testSchemaListarTodosUsuariosComSucesso"
"","3024","testRealizarLoginInvalido()","","Wed Feb 19 02:50:25 GMT 2025","passed","Wed Feb 19 02:50:28 GMT 2025","","com.vemser.rest.tests.functional.login.LoginTest","com.vemser.rest.tests.functional.login.LoginTest","testRealizarLoginInvalido"
